predicted_fare,residual
34.9004316700309,-19.6546316700309
30.739938708078448,-20.239938708078448
-2.3134440681693818,10.238444068169382
47.20564403549652,-14.205644035496519
28.76486766830218,-17.52316766830218
68.67862096041341,10.171379039586583
7.902736106338644,-0.15273610633864365
9.616200682144651,8.383799317855349
8.86195160379308,-1.1119516037930808
90.96015179040873,-64.67685179040873
69.9979477338469,-16.897947733846898
-4.231875063078263,12.281875063078264
28.929278017992814,-3.462578017992815
18.07461506663377,-10.849615066633769
30.340265584139097,-17.340265584139097
80.33896143653223,-40.93896143653223
69.59827460990755,-17.044074609907547
7.902736106338644,-0.07353610633864349
31.059677207229925,-18.059677207229925
63.393648360386926,-11.393648360386926
-2.6331825673208584,10.52898256732086
64.43279848262924,-37.88279848262924
7.177789161680977,0.6764108383190228
-2.3134440681693818,11.538444068169381
-2.952921066472342,17.452921066472342
37.622750012933366,-9.722750012933368
85.14059611658386,-57.41979611658387
30.739938708078448,-17.739938708078448
38.102357761660585,-10.202357761660586
0.4136205386452616,7.440579461354738
-2.2335094433815144,10.129309443381516
1.1330321617360894,6.6169678382639106
86.09981161403832,-55.40401161403832
0.6534244130088709,6.896575586991129
-2.15357481859364,10.20357481859364
24.11937206657866,-9.66517206657866
64.91240623135646,-29.412406231356456
7.902736106338644,-0.15273610633864365
89.54628784394379,-58.54628784394379
-2.952921066472342,10.848721066472343
43.1491912071197,30.3508087928803
2.7720974343210685,4.273702565678931
-2.952921066472342,11.002921066472343
4.296390626857431,3.4536093731425694
31.34293540253705,-16.88873540253705
36.39423024128372,-2.019230241283722
-2.2335094433815144,10.391809443381515
-2.553247942532991,11.77824794253299
-2.6331825673208584,9.68318256732086
105.42376132688244,7.851238673117564
46.1502266452144,-26.891926645214404
83.26626806975018,10.233731930249817
45.336793474614964,-17.436793474614966
93.79823643481174,26.20176356518826
1.3388095097062376,6.411190490293762
91.04008641519658,-11.390086415196578
30.660004083290577,-20.160004083290577
98.8085895764265,148.7122104235735
34.02654568840818,-13.026545688408177
8.622147729429471,-0.7429477294294715
-2.3933786929572562,10.168378692957257
46.64610166198143,-27.146101661981433
40.39104118750454,-14.391041187504541
64.91240623135646,-38.98740623135646
4.296390626857431,3.4536093731425694
32.26798394307504,-21.767983943075038
31.539284955957143,41.96071504404286
-3.0328556912602096,10.90785569126021
35.77971254269747,-28.55051254269747
93.59267922419193,-15.325979224191926
51.4119046653204,-25.4119046653204
123.837398049041,138.53760195095902
86.25968086361405,-56.25968086361405
105.49282357467435,-22.33452357467435
-2.553247942532991,10.40744794253299
2.2125550608059754,13.337444939194025
7.702899544368968,0.047100455631031934
111.90775329872696,-62.40775329872696
33.78674181404457,-20.786741814044568
21.33626274724679,-1.12376274724679
32.08710116154732,7.6003988384526835
34.506153437135396,-24.006153437135396
105.41288894988648,29.08711105011352
4.296390626857431,3.4411093731425693
83.86164211997794,-53.165842119977945
82.66262274815989,-33.15842274815989
95.27130634473718,18.003693655262822
89.54628784394379,-32.617087843943786
64.11305998347775,-64.11305998347775
-2.952921066472342,10.202921066472342
20.287825260977414,0.2371747390225849
47.11398324278373,-15.838983242783733
62.27456361335675,-29.95376361335675
4.296390626857431,3.432809373142569
-2.952921066472342,10.848721066472343
-2.952921066472342,10.807121066472341
69.11866686118033,-17.11866686118033
-4.3118096878661305,12.361809687866131
33.94661106362031,-20.94661106362031
-2.872986441684475,10.768786441684476
62.03475973899314,-36.03475973899314
-3.512463439987428,10.637463439987428
96.23052184219162,-5.151321842191621
-3.7522673143510445,10.802267314351045
-3.152757628442018,11.202757628442019
3.091835933472545,4.683164066527455
50.29281991829022,-11.29281991829022
63.393648360386926,-24.893648360386926
-3.112790316048077,12.612790316048077
85.14059611658386,-54.140596116583865
74.32370483641895,-22.323704836418955
-2.3534113805633154,9.603411380563315
95.5111102191008,-6.406910219100794
64.2729292330535,-37.9854292330535
64.91240623135646,156.86679376864356
-2.3134440681693818,12.159244068169382
82.66262274815989,-48.00842274815989
51.52767096682095,-38.65267096682095
51.731643164471876,-22.731643164471876
37.4426677275531,-3.0676677275531006
53.850316185784074,-42.350316185784074
89.38641859436804,-13.094718594368032
71.5259929688435,6.432307031156498
54.873554794408705,-25.873554794408705
-2.713117192108733,9.963117192108733
85.54026924052322,-58.99026924052322
66.84012459029239,-40.91092459029239
86.41955011318979,-7.219550113189783
27.645782921272,-13.187482921272002
-2.3933786929572562,10.443378692957257
7.902736106338644,-0.02353610633864367
34.9004316700309,-19.6546316700309
30.979742582442057,-30.979742582442057
2.4919207831298777,9.983079216870122
90.22613761907431,-33.296937619074306
28.68493304351431,-14.23073304351431
89.70615709351952,21.177142906480483
-3.0328556912602096,10.80785569126021
-4.072005813502521,11.622005813502522
7.257723786468844,10.542276213531157
-2.3933786929572562,10.826678692957255
39.11208719089863,-13.112087190898627
30.979742582442057,-17.979742582442057
36.0652840849325,-10.0652840849325
61.32842637487265,-32.20342637487265
50.77242766701744,-18.27242766701744
30.819873332866315,-17.819873332866315
27.942226840503,-17.442226840503
95.5111102191008,51.00968978089921
-4.151940438290389,12.20194043829039
18.23448431620951,-9.52198431620951
-2.6331825673208584,10.128982567320858
-2.15357481859364,9.94937481859364
13.707689231919922,10.442310768080077
-2.952921066472342,11.002921066472343
-2.952921066472342,10.002921066472343
-2.952921066472342,59.448721066472345
7.902736106338644,-0.115236106338644
39.75156418920159,-13.751564189201588
24.248944961008554,-8.748944961008554
18.59419012775492,-11.364990127754922
64.91240623135646,-38.36240623135646
30.100461709775487,-17.100461709775487
95.5111102191008,-13.3403102191008
4.296390626857431,4.161909373142569
94.00322472512724,-32.02402472512724
31.379415706381405,-20.879415706381405
74.32370483641895,-22.461204836418958
-2.4733133177451236,10.369113317745125
-3.512463439987428,10.562463439987429
97.36047896621777,-34.00217896621777
57.1074227662822,-44.1074227662822
64.2729292330535,-37.8854292330535
40.02553502048164,-24.779735020481642
-2.0736401938057725,9.198640193805772
18.23448431620951,-11.00948431620951
59.96400243191202,-28.576502431912022
35.46536893458984,-24.96536893458984
19.23780276173914,-2.5378027617391403
